"","id","name","styleId","style.name","style.shortName","abv","ibu","srmId","originalGravity","isOrganic"
"943","PT9kMM","Back Garden Pale Ale",10,"English-Style Pale Mild Ale","English Pale Mild",4.7,NA,NA,NA,"N"
"944","zhLTMm","Back Home Gingerbread Stout",42,"American-Style Stout","American Stout",8.5,NA,NA,NA,"N"
"945","YVmM3c","Back in Black",41,"American-Style Black Ale","Black Ale",6,81,NA,NA,"N"
"946","UD5Sm4","Back in Black",41,"American-Style Black Ale","Black Ale",6.8,65,41,NA,"N"
"947","IaA33S","Back in the Day I.P.A.",30,"American-Style India Pale Ale","American IPA",NA,NA,NA,NA,"N"
"948","Zpa5Ar","Back In the Day IPA",30,"American-Style India Pale Ale","American IPA",6.4,NA,NA,NA,"N"
"949","tkEbwh","Back In the Saddle",37,"American-Style Brown Ale","American Brown",5.3,NA,NA,NA,"N"
"950","xMxaEz","Back Into The Emptiness",72,"French & Belgian-Style Saison","Saison",7,NA,NA,NA,"N"
"951","Uy1dld","Back N The GSSR",117,"Rye Ale or Lager with or without Yeast","Rye Ale",6.5,NA,NA,NA,"Y"
"952","TGKJ6a","Back Porch IPA",30,"American-Style India Pale Ale","American IPA",5.91,NA,NA,NA,"N"
"953","gimkKC","Back Porch Porter",158,"American-Style Imperial Porter","American Imperial Porter",4.7,27,NA,NA,"N"
"954","Ab6rIN","Back Porch Summer Lager",119,"Fruit Beer","Fruit Beer",4.5,NA,NA,NA,"N"
"955","leqwfd","Back Road Brown",37,"American-Style Brown Ale","American Brown",6.1,29,NA,NA,"N"
"956","UeyT89","Back Road Stout",21,"Oatmeal Stout","Oatmeal Stout",NA,NA,41,NA,"N"
"957","R4Y0AL","Back Seat Blonde",36,"Golden or Blonde Ale","Blonde",5,NA,NA,NA,"N"
"958","wSCiKn","Back That Razz Up",119,"Fruit Beer","Fruit Beer",5,10,NA,NA,"N"
"959","J5s3kb","Back the Brett",39,"Brett Beer","Brett",5.5,NA,NA,NA,"N"
"960","eIT1gg","Back To Black",158,"American-Style Imperial Porter","American Imperial Porter",9.5,100,NA,NA,"N"
"961","l0FFC3","Back To the Coda",30,"American-Style India Pale Ale","American IPA",6.7,35,NA,NA,"N"
"962","VfxH8x","Backcountry Black IPA",41,"American-Style Black Ale","Black Ale",NA,NA,NA,NA,"N"
"963","gJ5htE","BackDraft Chocolate Porter",18,"Brown Porter","Brown Porter",NA,NA,NA,NA,"N"
"964","uZOKJH","Backdraft Lager",54,"Bamberg-Style Weiss (Smoke) Rauchbier (Dunkel or Helles)","Rauchbier",NA,NA,NA,NA,"N"
"965","UQe1HJ","BACKER PILSEN",106,"International-Style Pilsener","International Pilsener",4.8,NA,NA,NA,"N"
"966","Kuu0oH","Background Noise",30,"American-Style India Pale Ale","American IPA",5.7,52,NA,NA,"N"
"967","oZNSgK","Backhanded Panther",30,"American-Style India Pale Ale","American IPA",6.8,65,NA,NA,"N"
"968","DdP66s","Backhouse Bitter",3,"Ordinary Bitter","Bitter",NA,NA,NA,NA,"N"
"969","WTH6DS","Backjump IPA",30,"American-Style India Pale Ale","American IPA",7,84,NA,NA,"N"
"970","sTMAiw","Backmasking",21,"Oatmeal Stout","Oatmeal Stout",5.9,32,41,NA,"N"
"971","QxhAWQ","BackOff Warchild",31,"Imperial or Double India Pale Ale","Imperial IPA",7,NA,NA,NA,"Y"
"972","TzT3Cz","Backpack",113,"Light American Wheat Ale or Lager without Yeast","Wheat Ale",NA,NA,NA,NA,"N"
"973","hyIy2H","Backpacker Brown",37,"American-Style Brown Ale","American Brown",6.2,70,NA,NA,"N"
"974","zgCDhX","Backpacker IPA",30,"American-Style India Pale Ale","American IPA",NA,NA,NA,NA,"N"
"975","tCOUOH","Backpackin Brown",12,"English-Style Brown Ale","English Brown",5.3,14,NA,NA,"N"
"976","WyU2TH","Backpaddle",36,"Golden or Blonde Ale","Blonde",4.4,NA,NA,NA,"N"
"977","B0qT6Z","Backpocket Kitty Lime Pie",165,"Contemporary Gose","Contemporary Gose",4.9,5,NA,NA,"N"
"978","9sInA5","Backporch Farmhouse Ale",72,"French & Belgian-Style Saison","Saison",NA,NA,NA,NA,"N"
"979","Fc0CrW","Backroad",18,"Brown Porter","Brown Porter",6.7,NA,NA,NA,"N"
"980","fk9116","Backroads",101,"American-Style Amber Lager","American Amber Lager",4.2,22,NA,NA,"N"
"981","JIVc7e","Backroom Blonde",36,"Golden or Blonde Ale","Blonde",5.4,20,NA,NA,"N"
"982","4bx1lT","Backroom Brown",37,"American-Style Brown Ale","American Brown",5.4,NA,NA,NA,"N"
"983","LOxhOr","Baklava to the Future",142,"Sweet Mead","Sweet Mead",6,NA,NA,NA,"N"
"984","VmKK2A","Baksteen Winkel",72,"French & Belgian-Style Saison","Saison",6.2,NA,NA,NA,"N"
"985","fB9dnR","Bal Home Alone",20,"Sweet or Cream Stout","Sweet Stout",7.8,NA,NA,NA,"N"
"986","nW10aa","Baladan Blonde Ale",36,"Golden or Blonde Ale","Blonde",4.3,20,NA,NA,"N"
"987","1bubvv","Baladin Cider",155,"Fruit Cider","Fruit Cider",4.5,NA,NA,NA,"N"
"988","FFVOCc","Baladin X-Fumé (Lapsang Souchong)",34,"American-Style Barley Wine Ale","American Barleywine",13.5,NA,NA,NA,"N"
"989","1CqT2G","Balance of Power Double IPA",31,"Imperial or Double India Pale Ale","Imperial IPA",9,NA,NA,NA,"N"
"990","NBjiVH","Balashi",75,"German-Style Pilsener","German Pilsener",5,NA,NA,NA,"N"
"991","hdOVRn","Balboa Cerveza Pilsner",97,"American-Style Premium Lager","American Premium Lager",NA,NA,NA,NA,"N"
"992","3lR5tD","Balboa Ice",94,"American-Style Light (Low Calorie) Lager","American Light Lager",4.3,NA,NA,NA,"N"
"993","XGuJZS","Balcone Aged Long Slumber",13,"Old Ale","Old Ale",9,NA,NA,NA,"N"
"994","R9cgbi","Bald Cypress Porter",18,"Brown Porter","Brown Porter",5,NA,NA,NA,"Y"
"995","cL8six","Bald Eagle Brown Ale",37,"American-Style Brown Ale","American Brown",5.6,NA,NA,NA,"N"
"996","yadngg","Bald Guy Breakfast Stout",21,"Oatmeal Stout","Oatmeal Stout",NA,NA,NA,NA,"N"
"997","eS4kks","Bald Island Bock",88,"Traditional German-Style Bock","Bock",6.3,NA,NA,NA,"N"
"998","yLPdOG","Bald Mountain Bock",88,"Traditional German-Style Bock","Bock",7,NA,NA,NA,"N"
"999","hOJRvy","Bald Peak IPA",30,"American-Style India Pale Ale","American IPA",7.2,80,NA,1.065,"N"
"1000","ElG1SD","Bald Rabbit Nightmare",70,"Other Belgian-Style Ales","Belgian Ale",NA,NA,NA,NA,"N"
"1001","1BLFiI","Bald Ron's Irish Red Ale",22,"Irish-Style Red Ale","Irish Red",5.8,36,NA,1.058,"N"
"1002","0TvySu","Baldknobber Brown",37,"American-Style Brown Ale","American Brown",6.8,NA,NA,NA,"N"
"1003","8SU5mf","Baldrsol",134,"Wood- and Barrel-Aged Dark Beer","BBL Aged Dark",8.6,NA,NA,NA,"N"
"1004","L6tNxP","Baldwin Belgian IPA",62,"Belgian-Style Pale Ale","Belgian Pale",7.9,66,NA,NA,"N"
"1005","5SSxdj","Baldwin FishEYE PA",30,"American-Style India Pale Ale","American IPA",6.5,65,16,NA,"N"
"1006","UVPJRB","Baldwin Hard Cider",155,"Fruit Cider","Fruit Cider",NA,NA,NA,NA,"N"
"1007","i32yVX","Baldwin Porter",19,"Robust Porter","Robust Porter",6.25,35,NA,NA,"N"
"1008","LUuobC","Bale",30,"American-Style India Pale Ale","American IPA",6.3,NA,NA,NA,"N"
"1009","qCM4Yj","Balefire",30,"American-Style India Pale Ale","American IPA",7,NA,NA,NA,"N"
"1010","ioMOqR","Balefire Irish Red",22,"Irish-Style Red Ale","Irish Red",4.9,20,NA,NA,"N"
"1011","epgFhn","Balham Black",84,"German-Style Schwarzbier","Schwarzbier",4.6,NA,NA,NA,"N"
"1012","43rMzO","Bali Black",20,"Sweet or Cream Stout","Sweet Stout",6.1,NA,41,NA,"N"
"1013","ZpXVnd","Ball & Biscuit",30,"American-Style India Pale Ale","American IPA",7.2,NA,NA,NA,"N"
"1014","ayOa1c","Ball & Chain",31,"Imperial or Double India Pale Ale","Imperial IPA",9.5,NA,NA,NA,"N"
"1015","tOYG0c","Ball Lightning",106,"International-Style Pilsener","International Pilsener",5.5,NA,NA,NA,"N"
"1016","ViH4A3","Ball Lightning",106,"International-Style Pilsener","International Pilsener",5.5,NA,NA,NA,"N"
"1017","zCYSnp","Ball n Chain IPA",30,"American-Style India Pale Ale","American IPA",NA,NA,NA,NA,"Y"
"1018","v0U9d9","Ball's Falls Session IPA",164,"Session India Pale Ale","Session IPA",4.5,30,NA,NA,"N"
"1019","6vkhhU","Balladeer",30,"American-Style India Pale Ale","American IPA",6.4,NA,NA,NA,"N"
"1020","xDCkOC","Ballantine IPA",30,"American-Style India Pale Ale","American IPA",7.2,70,NA,NA,"N"
"1021","hs8szV","Ballantrae",7,"Scottish-Style Light Ale","Scottish Light",3.5,10,NA,1.038,"N"
"1022","OCAshX","Ballast Point Belgian-Style Tripel",59,"Belgian-Style Tripel","Belgian Tripel",9.8,34,7,NA,"N"
"1023","0AU9pA","Banryu Ichi",125,"Specialty Beer","Specialty",15,NA,NA,NA,"N"
"1024","7ELNGs","Banshee and the Beast",43,"American-Style Imperial Stout","American Imperial Stout",10.25,NA,NA,NA,"N"
"1025","a2cHYA","Banshee Breakfast Stout",21,"Oatmeal Stout","Oatmeal Stout",5.12,28,NA,NA,"N"
"1026","7Wztu6","Banshee Cutter",36,"Golden or Blonde Ale","Blonde",5.5,18,NA,NA,"N"
"1027","rqVDmz","Banshee Strong Scotch Ale",14,"Strong Ale","Strong Ale",7.9,26.2,16,NA,"N"
"1028","CqFfVa","BantamWeight Ale",108,"Session Beer","Session",4.5,21,NA,1.016,"N"
"1029","zPU7ll","Banyan",37,"American-Style Brown Ale","American Brown",6.9,47,NA,1.065,"N"
"1030","Hbpi1r","Bap Kölsch",45,"German-Style Kölsch / Köln-Style Kölsch","Kölsch",NA,NA,NA,NA,"N"
"1031","uUbkSn","Baphomet 15th Anniversary Ale",125,"Specialty Beer","Specialty",8.3,NA,NA,NA,"N"
"1032","6117Tu","Baphomet Belgian Tripel",59,"Belgian-Style Tripel","Belgian Tripel",10.2,NA,NA,NA,"N"
"1033","EtAr2c","Baptista",70,"Other Belgian-Style Ales","Belgian Ale",NA,NA,NA,NA,"Y"
"1034","EJLjPW","Baptiste",72,"French & Belgian-Style Saison","Saison",8,24,NA,NA,"N"
"1035","EFHBqn","Baptized by Fire",54,"Bamberg-Style Weiss (Smoke) Rauchbier (Dunkel or Helles)","Rauchbier",5.6,NA,NA,NA,"N"
"1036","cQ8QPs","BAR BAR",34,"American-Style Barley Wine Ale","American Barleywine",12,NA,NA,NA,"N"
"1037","JKDnI3","Bar Belle Blonde Ale",61,"Belgian-Style Blonde Ale","Belgian Blonde",9,28,4,1.079,"N"
"1038","K5ZtyU","Bar Co-Pilot",30,"American-Style India Pale Ale","American IPA",7.1,60,NA,NA,"N"
"1039","9IXWap","Bar Fly",43,"American-Style Imperial Stout","American Imperial Stout",11.6,45,NA,NA,"N"
"1040","uWuFnH","Bar Necessities",31,"Imperial or Double India Pale Ale","Imperial IPA",8.5,NA,NA,NA,"N"
"1041","tN9T7i","Bar-B-Q Smoked Porter",38,"Smoke Porter","Smoke Porter",8.4,NA,NA,NA,"Y"
"1042","HAMdMe","Baraboo ESB",5,"Extra Special Bitter","ESB",5.9,NA,NA,NA,"N"
"1043","ZMiDck","Baraboo Shandy",112,"Light American Wheat Ale or Lager with Yeast","Wheat Ale",4.7,NA,NA,NA,"N"
"1044","5Qz20N","Baracus",37,"American-Style Brown Ale","American Brown",8.5,90,NA,NA,"N"
"1045","Gkd1YS","Baranof Brown Ale",37,"American-Style Brown Ale","American Brown",6,NA,NA,NA,"N"
"1046","dW5UQz","Barb's Barrel",50,"German-Style Leichtes Weizen / Weissbier","Leichtesweizen",5.5,18,4,NA,"N"
"1047","8cVkXj","Barba Tart Blonde Ale",36,"Golden or Blonde Ale","Blonde",4.9,NA,NA,NA,"N"
"1048","bLoOoi","Barbapapa",43,"American-Style Imperial Stout","American Imperial Stout",12,NA,41,NA,"N"
"1049","usSmdN","Barbãr",70,"Other Belgian-Style Ales","Belgian Ale",8,NA,9,NA,"N"
"1050","O9M1F7","Barbãr Bok",70,"Other Belgian-Style Ales","Belgian Ale",8.5,NA,NA,NA,"N"
"1051","91Mvax","Barbara",14,"Strong Ale","Strong Ale",6.5,NA,NA,NA,"N"
"1052","Ac1rQZ","Barbarella",171,"Juicy or Hazy Pale Ale","Juicy or Hazy Pale Ale",5,NA,NA,NA,"N"
"1053","cnjvMn","Barbarian Honey Ale",14,"Strong Ale","Strong Ale",8.3,30,NA,NA,"N"
"1054","clNYyT","Barbarossa",83,"European-Style Dark / Münchner Dunkel","Euro Dark",5,18,NA,NA,"N"
"1055","z6PfRf","Barbary Coast Brand Gold Rush Style Beer",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"1056","J2y3Xj","Barbe Brûler",72,"French & Belgian-Style Saison","Saison",6.5,NA,NA,NA,"N"
"1057","5o9JZo","Barbe d'Or",61,"Belgian-Style Blonde Ale","Belgian Blonde",7.5,NA,NA,NA,"Y"
"1058","KRavsg","Barbe Ruby",167,"Belgian-style Fruit Beer","Belgian Fruit",7.7,NA,NA,NA,"Y"
"1059","X2b9PE","Barbed Wheat",112,"Light American Wheat Ale or Lager with Yeast","Wheat Ale",6.3,NA,NA,NA,"N"
"1060","tvUf7S","Barbieswine",17,"British-Style Barley Wine Ale","British Barleywine",11,30,NA,NA,"N"
"1061","8OF9kj","Barbossa",37,"American-Style Brown Ale","American Brown",NA,NA,NA,NA,"N"
"1062","FXO1UF","Barbudo Cascade Red IPA",30,"American-Style India Pale Ale","American IPA",NA,NA,NA,NA,"N"
"1063","k86Gtq","Barbudo Passionfuit Mosaic IPA",30,"American-Style India Pale Ale","American IPA",6,NA,NA,NA,"N"
"1064","GrD2I6","Barbudo Pumpkin IPA",121,"Pumpkin Beer","Pumpkin Beer",6.5,NA,NA,NA,"N"
"1065","CwSJva","Barnsley Gold",36,"Golden or Blonde Ale","Blonde",4.3,NA,NA,NA,"N"
"1066","edIEYP","Barnstormer",30,"American-Style India Pale Ale","American IPA",6.2,NA,NA,NA,"N"
"1067","hdbTIE","Barnstormer Bohemian Pilsner",76,"Bohemian-Style Pilsener","Bohemian Pilsener",5.3,NA,NA,NA,"N"
"1068","y76TE2","Barnstormer Brown Ale",37,"American-Style Brown Ale","American Brown",5,NA,NA,NA,"N"
"1069","yyhnhh","Barnstormer Red Ale",32,"American-Style Amber/Red Ale","Amber",6,NA,NA,NA,"N"
"1070","sSpob0","Barnwood",72,"French & Belgian-Style Saison","Saison",6.2,22,NA,NA,"N"
"1071","olewQL","Barnwood Blonde Ale",36,"Golden or Blonde Ale","Blonde",NA,NA,NA,NA,"N"
"1072","qOVqB4","Barnyard Cadet Smoked Porter",38,"Smoke Porter","Smoke Porter",5.1,NA,NA,NA,"Y"
"1073","FE7t0K","Barnyard Funk",132,"Wood- and Barrel-Aged Beer","BBL Aged",8,NA,NA,NA,"N"
"1074","ltPe3W","Barock Hell",86,"Bamberg-Style Helles Rauchbier","Helles Rauchbier",NA,NA,NA,NA,"Y"
"1075","e77inA","Barock-Dunkel",83,"European-Style Dark / Münchner Dunkel","Euro Dark",4.7,NA,NA,NA,"N"
"1076","gYHIoQ","Baron Corvo",71,"French-Style Bière de Garde","Bière de Garde",7,NA,NA,NA,"N"
"1077","nNx4Da","Baron H",30,"American-Style India Pale Ale","American IPA",5.8,NA,NA,NA,"N"
"1078","9X7VfK","Baron Helles Bock",89,"German-Style Heller Bock/Maibock","Maibock",6.4,NA,NA,NA,"N"
"1079","XDOhVt","Baron Oktoberfest",81,"German-Style Märzen","Märzen",NA,NA,NA,NA,"N"
"1080","utftMS","Baron Schwarzbier",84,"German-Style Schwarzbier","Schwarzbier",4.9,NA,NA,NA,"N"
"1081","riM8fX","Baron Von Fruhling",107,"Dry Lager","Dry Lager",4,NA,NA,NA,"N"
"1082","dadokQ","Baron Von Nordwestlich",45,"German-Style Kölsch / Köln-Style Kölsch","Kölsch",5.1,NA,NA,NA,"N"
"1083","TLbxOO","Baron's Brown Ale",37,"American-Style Brown Ale","American Brown",4.4,27,NA,NA,"N"
"1084","qtGHMn","Baron's Extra Strong Brew",138,"Other Strong Ale or Lager","Strong Ale",11.8,NA,NA,NA,"N"
"1085","tRxKeo","Baron's Strong Brew",138,"Other Strong Ale or Lager","Strong Ale",8.8,NA,NA,NA,"N"
"1086","5fywlk","Barona IPA",2,"English-Style India Pale Ale","English IPA",6.2,NA,NA,NA,"N"
"1087","eXUE8f","Barona Porter",70,"Other Belgian-Style Ales","Belgian Ale",6.5,NA,NA,NA,"N"
"1088","vdAi5t","Baroness Berliner Weisse",46,"Berliner-Style Weisse (Wheat)","Berlinerweisse",5.5,NA,NA,NA,"N"
"1089","6y9dT2","Baroness Kölsch",45,"German-Style Kölsch / Köln-Style Kölsch","Kölsch",4.5,18,NA,NA,"N"
"1090","FuMctr","Baroness Von Nordwestlich",83,"European-Style Dark / Münchner Dunkel","Euro Dark",5.2,NA,NA,NA,"N"
"1091","bsQ7xR","Baronet",2,"English-Style India Pale Ale","English IPA",6.7,NA,NA,NA,"N"
"1092","A65bCN","Baroque Belgique",62,"Belgian-Style Pale Ale","Belgian Pale",7,NA,NA,NA,"N"
"1093","LtoZ1e","Barracuda Blonde",36,"Golden or Blonde Ale","Blonde",NA,NA,NA,NA,"N"
"1094","zphWKf","Barracuda Blue",119,"Fruit Beer","Fruit Beer",4.5,NA,NA,NA,"N"
"1095","1TVzao","Barre Blonde",36,"Golden or Blonde Ale","Blonde",5,30,NA,NA,"N"
"1096","1B70BF","Barrel - Aged VJ Black",43,"American-Style Imperial Stout","American Imperial Stout",11,24,NA,NA,"N"
"1097","HNjVi4","Barrel 1",135,"Wood- and Barrel-Aged Strong Beer","BBL Aged Strong",12.5,NA,NA,NA,"N"
"1098","QxiSD2","Barrel Age Black Magic Stout",134,"Wood- and Barrel-Aged Dark Beer","BBL Aged Dark",7.6,NA,NA,NA,"N"
"1099","3HRGMT","Barrel Age Scottish Ale",132,"Wood- and Barrel-Aged Beer","BBL Aged",6,NA,NA,NA,"N"
"1100","FUd15f","Barrel Aged 10-10-10",31,"Imperial or Double India Pale Ale","Imperial IPA",10,110,NA,NA,"N"
"1101","B6rRMk","Barrel Aged 3 Needles IPA",31,"Imperial or Double India Pale Ale","Imperial IPA",8.5,50,NA,NA,"N"
"1102","wRkDGh","Barrel Aged 471 IPA. Aggressive Hoppiness",31,"Imperial or Double India Pale Ale","Imperial IPA",9.2,70,NA,NA,"N"
"1103","QA1NnC","Barrel Aged 4Beans",158,"American-Style Imperial Porter","American Imperial Porter",11,NA,NA,NA,"N"
"1104","C1O3jt","Barrel Aged 5/4 Porter",18,"Brown Porter","Brown Porter",NA,NA,NA,NA,"N"
"1105","ND7DhZ","Barrel Aged Abe’s Ale",12,"English-Style Brown Ale","English Brown",12.5,NA,NA,NA,"N"
"1106","SJrG1z","Barrel Aged Admiral Ackbeer",58,"Belgian-Style Dubbel","Belgian Dubbel",7.5,NA,NA,NA,"N"
"1107","q08RsY","Barrel Aged Admiral Ackbeer With Sour Cherries",58,"Belgian-Style Dubbel","Belgian Dubbel",7.5,NA,NA,NA,"N"
"1108","X2f0T4","Barrel Aged AKA",135,"Wood- and Barrel-Aged Strong Beer","BBL Aged Strong",11.9,NA,NA,NA,"N"
"1109","vtNjaL","Barrel Aged Alberta Clipper",158,"American-Style Imperial Porter","American Imperial Porter",8.3,NA,NA,NA,"N"
"1110","nMGAjn","Barrel Aged Albino Squid Assassin",30,"American-Style India Pale Ale","American IPA",9.2,65,NA,NA,"N"
"1111","HZbAjW","Barrel Aged Imperial Pumpkin Porter",121,"Pumpkin Beer","Pumpkin Beer",10.3,NA,NA,NA,"N"
"1112","qLtwZ5","Barrel Aged Imperial Raspberry",119,"Fruit Beer","Fruit Beer",11,NA,NA,NA,"N"
"1113","8q8A6o","Barrel Aged Imperial Rauchbier",132,"Wood- and Barrel-Aged Beer","BBL Aged",NA,NA,NA,NA,"N"
"1114","BnoDY2","BARREL AGED IMPERIAL RED",132,"Wood- and Barrel-Aged Beer","BBL Aged",9,70,NA,1.094,"Y"
"1115","Fi7iX4","Barrel Aged Imperial Red Ale",135,"Wood- and Barrel-Aged Strong Beer","BBL Aged Strong",8,NA,NA,NA,"N"
"1116","zVpsyM","Barrel Aged Imperial Schwartz",84,"German-Style Schwarzbier","Schwarzbier",9.5,NA,NA,NA,"N"
"1117","Jj17HR","Barrel Aged Imperial Smoked Brown",129,"Smoke Beer (Lager or Ale)","Smoke Beer",8.5,NA,NA,NA,"N"
"1118","u2DffO","Barrel Aged Imperial Stout",43,"American-Style Imperial Stout","American Imperial Stout",12,90,NA,NA,"N"
"1119","RUdZdG","Barrel Aged Imperial Stout",134,"Wood- and Barrel-Aged Dark Beer","BBL Aged Dark",9.9,26,NA,1.103,"N"
"1120","OnBpN6","Barrel Aged Inception",132,"Wood- and Barrel-Aged Beer","BBL Aged",8,NA,NA,NA,"N"
"1121","9NGFNT","Barrel Aged Ink",43,"American-Style Imperial Stout","American Imperial Stout",12.7,50,NA,NA,"N"
"1122","WPkCTH","Barrel Aged Insufficient Kitchen",37,"American-Style Brown Ale","American Brown",8.3,NA,NA,NA,"N"
"1123","QBSk3K","Barrel Aged Intoxicator",90,"German-Style Doppelbock","Doppelbock",8.5,NA,NA,NA,"N"
"1124","iq3IKE","Barrel Aged IPA",70,"Other Belgian-Style Ales","Belgian Ale",NA,NA,NA,NA,"N"
"1125","Kn32Hi","Barrel Aged Ipa",132,"Wood- and Barrel-Aged Beer","BBL Aged",NA,NA,NA,NA,"N"
"1126","E4Gfth","Barrel Aged Irish Coffee Madness",20,"Sweet or Cream Stout","Sweet Stout",10.5,NA,NA,NA,"N"
"1127","JsGsgu","Barrel Aged Irish Red",22,"Irish-Style Red Ale","Irish Red",4.8,NA,NA,NA,"N"
"1128","TxEVue","Barrel Aged Irresponsible",117,"Rye Ale or Lager with or without Yeast","Rye Ale",11.1,NA,NA,NA,"N"
"1129","u61OJq","Barrel Aged It's My Porter & I'll Rye If I Want To",19,"Robust Porter","Robust Porter",9,NA,NA,NA,"N"
"1130","ie5Cri","Barrel Aged Javahorn",134,"Wood- and Barrel-Aged Dark Beer","BBL Aged Dark",6.7,70,NA,NA,"N"
"1131","wfLL9A","Barrel Aged Jaw Jacker",119,"Fruit Beer","Fruit Beer",10,NA,NA,NA,"N"
"1132","1btKFJ","Barrel Aged Jean-Claude Van Damn!",135,"Wood- and Barrel-Aged Strong Beer","BBL Aged Strong",10.5,25,NA,NA,"Y"
"1133","INkkDS","Barrel Aged Johnny Chapman",149,"Common Cider","Common Cider",12,NA,NA,NA,"N"
"1134","GhW3V9","Barrel Aged Jones Dog",20,"Sweet or Cream Stout","Sweet Stout",6.5,NA,NA,NA,"N"
"1135","6aahtL","Barrel Aged Kentucky Common",13,"Old Ale","Old Ale",6.5,NA,NA,NA,"N"
"1136","jnaSJc","Barrel Aged King Size",43,"American-Style Imperial Stout","American Imperial Stout",12,NA,NA,NA,"N"
"1137","hveV34","Barrel Aged Kratos",134,"Wood- and Barrel-Aged Dark Beer","BBL Aged Dark",14,89,NA,NA,"N"
"1138","KFNJCV","Barrel Aged Kratos with Vanilla",42,"American-Style Stout","American Stout",14,89,NA,NA,"N"
"1139","DMwXOl","Barrel Aged La Muerta",134,"Wood- and Barrel-Aged Dark Beer","BBL Aged Dark",NA,NA,NA,NA,"N"
"1140","GNBv4k","Barrel Aged Lazarus",132,"Wood- and Barrel-Aged Beer","BBL Aged",NA,NA,NA,NA,"N"
"1141","6blFFC","Barrel Aged Lazarus",135,"Wood- and Barrel-Aged Strong Beer","BBL Aged Strong",9,NA,NA,NA,"N"
"1142","nISS5L","Barrel Aged Lemon Cello IPA",132,"Wood- and Barrel-Aged Beer","BBL Aged",10.2,NA,NA,NA,"N"
"1143","RgIGoH","Barrel Aged Long Slumber",13,"Old Ale","Old Ale",11,55,NA,NA,"N"
"1144","kp5cSM","Barrel Aged Ltd. Edition",59,"Belgian-Style Tripel","Belgian Tripel",9,NA,NA,NA,"N"
"1145","TRnK7m","Barrel Aged Lucky #13",14,"Strong Ale","Strong Ale",13,NA,NA,NA,"N"
"1146","D1uMgb","Barrel Aged Mail Order Bride",132,"Wood- and Barrel-Aged Beer","BBL Aged",10.2,NA,NA,NA,"Y"
"1147","LMONA6","Barrel Aged Mama's Mama's Little Yella Pils (Tequila)",98,"American-Style Pilsener","American Pilsener",5.3,35,NA,NA,"N"
"1148","XkSvii","Barrel Aged Mass Extinction",24,"Foreign (Export)-Style Stout","Export Stout",12,NA,NA,NA,"N"
"1149","2pUOwY","Barrel Aged Mexican Achromatic",134,"Wood- and Barrel-Aged Dark Beer","BBL Aged Dark",13.2,55,41,NA,"N"
"1150","i9jPgF","Barrel Aged Mexican Spiced I Must Break You",43,"American-Style Imperial Stout","American Imperial Stout",10,NA,NA,NA,"N"
"1151","Pc9yYA","Barrel Aged Michigan Wildflower Mead",148,"Open Category Mead","Mead",14,NA,NA,NA,"N"
"1152","l3Bom9","Barrel Aged Mincemeat Porter",19,"Robust Porter","Robust Porter",8.3,NA,NA,NA,"N"
"1153","ivU3Od","Barrel Aged Mississippi Fire Ant",135,"Wood- and Barrel-Aged Strong Beer","BBL Aged Strong",8,55,NA,NA,"N"
"1154","EWUMDt","Barrel Aged Moloko",20,"Sweet or Cream Stout","Sweet Stout",10,NA,NA,NA,"N"
"1155","qT0JQf","Barrel Aged Monster 29",34,"American-Style Barley Wine Ale","American Barleywine",17,NA,NA,NA,"N"
"1156","bNd7OU","Barrel Aged Moon Butter",20,"Sweet or Cream Stout","Sweet Stout",10.5,NA,NA,NA,"N"
"1157","tYoAIj","Barrel Aged Mountain Standard",41,"American-Style Black Ale","Black Ale",10.6,40,NA,NA,"N"
"1158","SMT9dy","Barrel-Aged B.O.R.I.S. Lizard Creek",21,"Oatmeal Stout","Oatmeal Stout",9.4,NA,NA,NA,"N"
"1159","q2kLUX","Barrel-Aged B.O.R.I.S. Mark of the Lizard",21,"Oatmeal Stout","Oatmeal Stout",9.4,NA,NA,NA,"N"
"1160","fNLyn0","Barrel-Aged B.O.R.I.S. The Crusher Imperial Stout",134,"Wood- and Barrel-Aged Dark Beer","BBL Aged Dark",9.4,60,41,1.107,"N"
"1161","8kpE8O","Barrel-Aged Backyard Porter",18,"Brown Porter","Brown Porter",6,NA,NA,NA,"N"
"1162","11ofOY","Barrel-Aged Badge Chaser",12,"English-Style Brown Ale","English Brown",8.5,40,NA,NA,"N"
"1163","wCDwNO","Barrel-Aged Barleywine",34,"American-Style Barley Wine Ale","American Barleywine",10.2,NA,NA,NA,"N"
"1164","n2CrDf","Barrel-Aged Batch 900",17,"British-Style Barley Wine Ale","British Barleywine",10.6,80,NA,NA,"N"
"1165","14lEye","Barrel-Aged Belgo Sutra",134,"Wood- and Barrel-Aged Dark Beer","BBL Aged Dark",8.8,NA,NA,NA,"N"
"1166","HIwvra","Barrel-Aged Bigfoot (Whiskey Barrels)",34,"American-Style Barley Wine Ale","American Barleywine",11.9,NA,NA,NA,"N"
"1167","PotxMH","Barrel-Aged Black Hole",20,"Sweet or Cream Stout","Sweet Stout",13.1,NA,NA,NA,"N"
"1168","xFZ6mW","Barrel-Aged Black Hole (Bourbon)",16,"British-Style Imperial Stout","British Imperial Stout",13.1,NA,NA,NA,"N"
